x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
-54773744.41101121,-21964242.47005461,-10103865429.347107,-56423940790.92543,-88104691194.59758,60478747941.747345,-50301651105.65985,-138482790590.72525,-4306179457.473629,-223432953245.34366,-591638301596.7607,-492409419517.7301,-1285066199390.7615,-583372739182.3115,-937120137614.805,-2681040021276.8896,-3216364961775.5376,3209281717983.4775
-56494704.943929285,-22789319.404270764,7311746123.296494,-56931245088.4158,-94617237398.14738,49626169843.607315,-40055605493.67172,-141833006918.13284,4462930963.0061035,-223400099355.16547,-588611159580.0591,-496009030260.37366,-1283621878808.1316,-586529300485.8429,-934805334323.634,-2681847330212.8066,-3217745875196.7925,3207898119288.4307
-58242913.59805235,-23634841.31219453,24059779014.402733,-52282777038.390625,-99801043950.71585,38075902371.020485,-29595533515.200764,-144424325860.9717,13225063590.709953,-223024382460.39075,-585561929765.2582,-499590020223.74677,-1282169706703.0027,-589682285081.8179,-932489832150.2847,-2682652630601.115,-3219126200774.1494,3206513934215.3496
-60018019.24851689,-24501303.05300978,38642331047.909874,-42942210248.10152,-103582084916.23027,25989774967.412064,-18977574842.8388,-146243627544.526,21966759400.675907,-222306255711.0527,-582490725670.5924,-503152254130.0467,-1280709691936.892,-592831673757.068,-930173632822.9818,-2683455921826.7505,-3220505938256.634,3205129163018.581
-61819657.856340505,-25389135.471498065,49792156653.69098,-29795083944.092194,-105905936074.42972,13537434855.641548,-8258604285.837631,-147281938696.21582,30674581619.436325,-221246705227.1403,-579397661635.4615,-506695597381.6315,-1279241843418.3154,-595977447317.9497,-927856738070.4381,-2684257203276.1235,-3221885087393.3794,3203743805952.575
-63647469.57361087,-26298716.71597891,56582676537.53659,-14044886155.684153,-106738609871.60568,893985606.1097527,2504073527.21793,-147534464459.96262,39335137212.33081,-219847249246.743,-576282852816.4885,-510219916065.9539,-1277766170102.71,-599119586590.4548,-925539149621.8528,-2685056474337.125,-3223263647933.6294,3202357863271.884
-65501109.13229489,-27230387.0532481,58493249564.2416,2912954786.8742714,-106067107162.10875,-11762468078.919283,13253029387.584364,-147000597914.73035,47935098353.08575,-218109936385.0582,-573146415183.564,-513725076960.485,-1276282680992.3594,-602258072420.3201,-923220869206.9106,-2685853734399.124,-3224641619626.7354,3200971335231.162
-67380249.65165994,-28184464.26361269,55430374282.07263,19621065439.416775,-103899673834.89491,-24253335435.444035,23931013078.3997,-145683907587.727,56461223833.66241,-216037343003.81238,-569988465515.8801,-517210947537.62006,-1274791385136.3188,-605392885673.1367,-920901898555.7805,-2686648982852.971,-3226019002222.1577,3199584222085.168
-69284581.01473299,-29161257.48927387,47711676761.34016,34680748431.42621,-100265754521.83801,-36402078789.79925,34481253748.19671,-143592103361.62552,64900380372.2829,-213632569690.9597,-566809121397.95,-520677395969.56396,-1273292291630.3406,-608524007234.4595,-918582239399.1143,-2687442219091.0,-3227395795469.4663,3198196524088.7617
-71213804.34265444,-30161078.37453528,36021890609.61407,46855677500.569824,-95215640038.30373,-48036739689.56163,44847755617.437675,-140736981273.37604,73239563777.78003,-210899236851.30038,-563608501215.6095,-524124291133.1883,-1271785409616.7996,-611651418009.9146,-916261893468.0457,-2688233442507.028,-3228771999118.3394,3196808241496.906
