x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
-17143131.10135588,-5234050.772090141,-188984719882.0964,109867520965.64015,18654564889.34044,-158501494319.51193,-101988674578.30412,131519132905.74991,-203599652036.43808,-102214283559.7037,-666977091966.8656,-384678431615.5377,-1322283114509.5183,-493621457275.4935,-1001643376714.0917,-2657622649826.1597,-3177461820046.863,3247783308543.023
-18145102.621964924,-5599288.920155007,-194517624169.28458,105418920843.03964,28830955554.066452,-159130866609.1448,-110753085172.35321,125885641721.5398,-199682389514.2518,-110125260124.1568,-664609818026.826,-388744698893.5235,-1321061926330.2937,-496870639776.6363,-999348811953.8167,-2658485954371.763,-3178859095242.9575,3246416226913.831
-19174427.938100867,-5979537.894876808,-199741932844.31952,100796913426.17053,38909610932.668335,-159104454920.04996,-119127056334.06403,119779262782.95818,-195473605630.28476,-117882750208.7746,-662217583690.8428,-392796463810.42847,-1319832654203.533,-500116800884.1748,-997053499267.3375,-2659347268514.4053,-3180255789793.147,3245048551701.1997
-20230994.482287,-6374991.522290702,-204659837742.81546,96014486409.08295,48854019926.24777,-158446105875.504,-127088441992.11858,113231524735.62543,-190980020072.4663,-125475911498.21577,-659800477659.6307,-396833573783.2464,-1318595305618.914,-503359920869.08057,-994757440368.5073,-2660206591597.4756,-3181651903443.403,3243680283156.5205
-21314688.306730565,-6785842.794342226,-209273438368.5321,91083819128.53853,58630792706.77815,-157180340224.96436,-134617759499.07199,106274478335.5282,-186208772966.22272,-132894222679.18105,-657358589559.2292,-400855876761.39374,-1317349888115.4102,-506599980019.00116,-992460636971.7021,-2661063922965.805,-3183047435939.8003,3242311421531.2915
-22425393.757031534,-7212283.77084467,-213584725730.91058,86016373354.98013,68209428432.99092,-155332125905.83575,-141698112294.38083,98940477649.75143,-181167408130.92188,-140127501361.93036,-654892009937.9858,-404863221232.3008,-1316096409281.2126,-509836958638.3513,-990163090791.8218,-2661919261965.6646,-3184442387028.522,3240941967077.1133
-23562993.213656932,-7654505.436018013,-217595569979.88864,80822973942.44484,77562092409.84045,-152926692961.88034,-148315097663.18674,91261980750.68005,-175863855436.6884,-147165921017.30527,-652400830263.5107,-408855456226.9872,-1314834876753.659,-513070837048.4049,-987864803544.287,-2662772607944.7666,-3185836756455.856,3239571920045.692
-24727366.897379927,-8112697.525524568,-221307711005.03403,75513880803.8394,86663404894.37714,-149989384225.8724,-154456702686.64438,83271370115.5724,-170306412329.67734,-154000026873.90323,-649885142919.5974,-412832431325.624,-1313565298219.154,-516301595587.3881,-985565776945.0383,-2663623960252.2666,-3187230543968.1973,3238201280688.8384
-25918392.7333873,-8587048.336928615,-224722751346.9089,70098853459.12575,95490242874.07129,-146545536355.59488,-160113191251.0678,75000792548.98404,-164503724597.9244,-160620750725.66702,-647345041203.1133,-416793996663.0801,-1312287681413.0986,-519529214610.57294,-983266012710.5352,-2664473318238.764,-3188623749312.0464,3236830049258.467
-27135946.267907772,-9077744.533818092,-227842150908.61356,64587209223.1634,104021555486.9561,-142620386508.01382,-165276984722.56125,66482018120.20222,-158464766453.38187,-167019424606.10687,-644780619320.8573,-420740002934.4534,-1311002034119.8093,-522753674490.371,-980965512557.7538,-2665320681256.303,-3190016372234.011,3235458226006.596
-28379900.63085169,-9584970.951468667,-230667223063.845,58987875950.545166,112238193271.29854,-138239000567.6233,-169942538615.059,57746317348.76761,-152198820008.66522,-173187793291.60117,-642191972386.3867,-424670301400.5871,-1309708364172.4465,-525974955616.4286,-978664278204.1863,-2666166048658.375,-3191408412480.806,3234085811185.351
-29650126.53795136,-10108910.409910506,-233199131841.29947,53309440130.97514,120122751088.15437,-133426219416.2495,-174106217294.6359,48824355673.7426,-145715454229.35593,-179118025602.66547,-639579196416.8103,-428584743893.5706,-1308406679452.9363,-529193038395.72217,-976362311367.8394,-2667009419799.918,-3192799869799.2515,3232712805046.959
-30946492.326144654,-10649743.538562765,-235438889929.1092,47560191025.381905,127659424322.14745,-128206620240.40303,-177766168481.16086,39746104100.697525,-139024503444.42285,-184802724478.6636,-636942388329.5516,-432483182822.22473,-1307096987891.8953,-532407903252.6541,-974059613767.2323,-2667850794037.3184,-3194190743936.274,3231339207843.7524
-32268864.016367838,-11207648.615207078,-237387357291.9241,41748161445.41261,134833877809.10648,-122604490319.62032,-180922199037.26538,30540764827.759315,-132136045498.42361,-190234935808.12378,-634281645939.0784,-436365471177.5707,-1305779297468.5532,-535619530629.1497,-971756187121.3962,-2668690170728.414,-3195581034638.907,3229965019828.1665
-33617105.39845113,-11782801.42094863,-239045240231.9813,35881165703.6254,141633126843.8494,-116643811128.60437,-183575653279.57004,21236710601.53187,-125060379629.62775,-195408156003.5021,-631597067953.6014,-440231462538.2839,-1304453616210.6787,-538827900984.754,-969452033149.8724,-2669527549232.4917,-3196970741654.2925,3228590241252.7437
-34991078.13339186,-12375375.111929003,-240413090758.7109,29966835196.774086,148045429571.69382,-110348250922.08533,-185729294811.76758,11861436538.291283,-117808004158.08496,-200316338315.89017,-628888753971.7415,-444081011076.1309,-1303119952194.5,-542032994796.7301,-967147153572.7114,-2670362928910.293,-3198359864729.6777,3227214872370.1265
-36390641.86887815,-12985540.107875861,-241491306162.5503,24012652030.297237,154060190050.94446,-103741164259.45987,-187387192665.6714,2441523158.8708544,-110389594066.94685,-204953897891.70514,-626156804479.1632,-447913971561.39056,-1301778313544.63,-545234792560.15656,-964841550110.471,-2671196309124.0117,-3199748403612.417,3225838913433.0635
-37815654.36452412,-13613463.997068837,-242280128718.6037,18025981049.807293,159667871281.23602,-96845597171.7619,-188554612345.78467,-6997390579.233707,-102815978559.06747,-209315715579.77426,-623401320845.1805,-451730199368.2577,-1300428708433.9888,-548433274788.02704,-962535224484.2148,-2672027689237.2974,-3201136358049.972,3224462364694.4062
-39265971.6238378,-14259311.456939774,-242779645472.9458,12014100615.51385,164859917516.86572,-89684296881.65408,-189237912205.59457,-16430625416.571999,-95098118669.0823,-213397140503.38248,-620622405319.3263,-455529550480.2302,-1299071145083.7283,-551628422011.3494,-960228178415.5118,-2672857068615.2554,-3202523727789.912,3223085226407.1113
-40741448.03046292,-14923244.189282294,-242989788086.3149,5984232436.395108,169628685219.78345,-82279725162.50583,-189444445439.35352,-25834472193.613853,-87247085008.82983,-217193991417.7366,-617820161027.8943,-459311881495.4798,-1297705631763.1523,-554820214779.2454,-957920413626.4347,-2673684446624.449,-3203910512579.913,3221707498824.2383
-42241936.48671033,-15605420.868897807,-242910332724.85745,-56429230.87945557,173967382049.53677,-74654074569.80193,-189182467846.62152,-35186195549.77678,-79274035721.17279,-220702556878.86636,-614994691970.4474,-463077049632.2027,-1296332176789.6418,-558008633659.0515,-955611931839.5585,-2674509822632.902,-3205296712167.759,3220329182198.949
-43767288.55281902,-16305997.104432695,-242540899992.09814,-6100688721.108656,177870013334.19547,-66829286900.84636,-188461051423.2359,-44464031868.92154,-71190194714.0396,-223919594255.1965,-612146103016.2958,-466824912733.95483,-1294950788528.577,-561193659236.4192,-953302734777.9589,-2675333196010.0947,-3206682326301.3403,3218950276784.5117
-45317354.58576247,-17025125.41014805,-241880954931.27893,-12141320145.776453,181331335514.87933,-58827073340.42306,-187290003780.22363,-53647182344.62818,-63006830242.88324,-226842327617.84573,-609274499900.9435,-470555329274.96686,-1293561475393.259,-564375272115.4163,-950992824165.2113,-2676154566126.9736,-3208067354728.656,3217570782834.296
-46891983.876743376,-17762955.187394936,-240929807089.33646,-18171038335.85237,184346816105.3991,-50668935833.67857,-185679793243.86563,-62715801958.034935,-54735233905.7954,-229468444550.11057,-606379989222.503,-474268158365.4411,-1292164245844.8337,-567553452918.6293,-948682201725.3901,-2676973932355.947,-3209451797197.81,3216190700601.776
