t,T1,T2,T3,T4,T5,T6,T7,T8,T9
3.58,18.159964082437952,7.886557519652555,9.865580460435995,19.9593656993362,22.204776125128436,19.742090151773926,4.835255952896655,38.19464499346776,53.17609586278121
3.6,18.83461501155877,8.457132962655487,9.6793390194109,19.92058999233535,22.205136424657095,19.882618982565553,2.8235213079806556,35.00515669574692,52.127280912129
3.62,19.514444136787308,9.082537564915079,9.541761387174816,19.881341923855118,22.20526709054838,20.04135939607333,0.9108843938396335,31.76047439291098,50.94127669831034
3.64,20.19619804589629,9.759801528166005,9.453527790485206,19.841806400508524,22.205145610132337,20.217552526956947,-0.8934771116030726,28.476150470116334,49.62376325049271
3.66,20.876612623054122,10.48570539517454,9.415082523627154,19.802169802154864,22.204750671500975,20.41035576472169,-2.5809040393447193,25.16792831244648,48.181051260564146
3.68,21.552428645070922,11.25679534355745,9.426631737351013,19.762619091688283,22.20406226559446,20.618846787884635,-4.1432971546079225,21.851666959592432,46.62005187917649
3.7,22.220407390171935,12.069399611560742,9.488142337712587,19.723340920075383,22.203061782370533,20.84202797946456,-5.573156032772398,18.543265086032896,44.94824363814647
3.72,22.877346156175815,12.919645975138907,9.599342029756363,19.684520732454477,22.20173210027721,21.07883120373504,-6.863615067869711,15.258584779639591,43.17363665094292
3.74,23.520093610763762,13.803480192869525,9.759720509399362,19.646341879737196,22.20005766856602,21.328122921511735,-8.008476427105386,12.013375496542498,41.30473426082856
3.7600000000000002,24.145564903412062,14.716685331050211,9.968531795030328,19.608984739799247,22.198024582085914,21.588709619308425,-9.002239807650486,8.82319854625093,39.35049232116046
3.7800000000000002,24.750756465635252,15.654901876535599,10.224797688845046,19.572625852521174,22.19562064818927,21.85934352634154,-9.840128849463628,5.703352473932327,37.32027630295224
3.8000000000000003,25.332760428971728,16.613648541270194,10.527312351254599,19.53743707280355,22.192835445434845,22.13872859186613,-10.51811407933985,2.668799697604137,35.223816435670074
3.8200000000000003,25.88877858812558,17.588343654228172,10.874647965766263,19.50358474581903,22.189660373792233,22.4255266927634,-11.032932271176701,-0.26590522969324126,33.07116110704957
3.84,26.416135866941644,18.574327076195523,11.265161477429135,19.471228906999837,22.186088696195995,22.71836405256768,-11.382102164055619,-3.0866855149960495,30.872628663158082
3.86,26.91229315690777,19.566882435901817,11.697002350098531,19.440522514463566,22.1821155709966,23.0158378131053,-11.563936364636191,-5.780009506075482,28.638758050402426
3.88,27.374859556630078,20.561259711109486,12.168121334238254,19.411610712269006,22.17773807551678,23.316522764749408,-11.57754951911079,-8.332955694239697,26.380258254845604
3.9,27.80160387364447,21.55269793396136,12.676280180738424,19.384630132719995,22.172955220265465,23.618978170582633,-11.422862584760054,-10.733274621656587,24.10795702478925
3.92,28.190465398729827,22.536448004591684,13.219062273539274,19.359708237230393,22.16776795401535,23.92175467841974,-11.100603288223848,-12.96944773031207,21.832748922638213
3.94,28.53956384067965,23.50779541817923,13.793884112582903,19.33696270245102,22.162179159470522,24.223401262893233,-10.612302671199028,-15.030742564325617,19.565543140296192
3.96,28.847208415727895,24.462082858061596,14.398007606537094,19.316500852139797,22.156193639710654,24.522472182093132,-9.960287804808267,-16.907264276987885,17.317211195178857
3.98,29.111906030267864,25.39473251873932,15.028553108540118,19.298419138550912,22.149818095420382,24.817533907226743,-9.147670686375466,-18.590003105743513,15.098534819207021
4.0,29.332368523002756,26.301268061942945,15.682513136616869,19.28280267550493,22.143061093024972,25.10717199512054,-8.178333376241328,-20.07087761830358,12.920154267836617
4.0200000000000005,29.507518927095738,27.1773360958476,16.356766713635643,19.269724825646897,22.135933023858197,25.38999786935735,-7.0569094351796755,-21.342773501895177,10.79251730653612
4.04,29.636496727563593,28.01872707719586,17.048094254930433,19.259246843579366,22.128446054608876,25.664655478119805,-5.788761772366775,-22.399577736226203,8.72582911495455
4.0600000000000005,29.71866208181253,28.821395533233762,17.753192937060618,19.251417576960563,22.12061406922146,25.929827796334358,-4.379956984523116,-23.23620795712635,6.73000335259559
4.08,29.75359896630892,29.58147949893213,18.468692485219083,19.246273227925748,22.11245260237618,26.184243139562582,-2.837236246245754,-23.848636796316754,4.814614630962131
4.1,29.7411173121668,30.295319111004705,19.191171251332563,19.243837171683072,22.103978765599905,26.42668126586335,-1.1679831927664748,-24.233911434686867,2.9888525711000447
4.12,29.681253988262412,30.959474204489585,19.917172587315648,19.24411984040764,22.095211165173136,26.655979223367844,0.6198115400982216,-24.390167681074974,1.2614777645241961
4.14,29.574272740224437,31.57074090465609,20.64322138556211,19.2471186666625,22.08616981314395,26.871036933900182,2.5175885730623504,-24.316639033448695,-0.3592202893552413
4.16,29.42066304434477,32.12616706814978,21.36584068741539,19.252818089064345,22.0768760317523,27.070822466470037,4.516260701061123,-24.013660473411296,-1.865462922229458
4.18,29.22113784767073,32.6230665356559,22.08156835404605,19.261189621870052,22.067352351127084,27.254376989819594,6.606256524802821,-23.482666844264525,-3.2500196299739765
4.2,28.976630276203437,33.05903211391233,22.78697362706868,19.272191984395555,22.05762240166009,27.420819371115964,8.7775662070541,-22.72618612349366,-4.506242752645056
4.22,28.68828926127011,33.43194723626064,23.47867358391381,19.28577129312338,22.047710800741005,27.56935040696746,11.019789480152141,-21.747827346115557,-5.628099396282024
4.24,28.357474138552753,33.73999622680836,24.15334935296938,19.301861313853884,22.037643034895574,27.69925665807866,13.32218546612642,-20.552263371227447,-6.610200380793225
4.26,27.985748241829313,33.98167313523623,24.80776203106747,19.320383772837967,22.027445337762153,27.80991387496761,15.673724125682616,-19.145208570878093,-7.447826118423208
4.28,27.57487151227541,34.155789089728636,25.438768227923713,19.3412487259661,22.01714456443237,27.900789995712348,18.06313911307597,-17.533391500200935,-8.136949279056273
4.3,27.126792163192796,34.26147813476824,26.043335160042513,19.364354983999363,22.006768062801942,27.97144770187224,20.478981765795517,-15.724522702817332,-8.67425413776019
4.32,26.643637440176082,34.29820153178326,26.618555227519295,19.389590591779797,21.99634354251914,28.021546522483057,22.90967598278685,-13.727257812916722,-9.057152527588567
4.34,26.127703521634597,34.26575048421613,27.161659985513865,19.416833359155472,21.985898942264082,28.050844470222977,25.343573683196915,-11.55115612421397,-9.283796277507406
4.36,25.581444601082612,34.16424729376922,27.670033470804338,19.445951441376483,21.97546229580815,28.059199209125264,27.769010659610178,-9.20663481077818,-9.353086130366961
4.38,25.007461214842873,33.99414492341608,28.14122478817973,19.476803965645473,21.965061597731168,28.046568741381854,30.17436245812361,-6.704919057243979,-9.264677045864252
4.4,24.408487856072146,33.75622498951732,28.57295993319544,19.509241701547978,21.954724669155926,28.01301161785543,32.54810013840066,-4.057988288077713,-9.018979923888011
4.42,23.78737995150494,33.45159416600015,28.96315274902191,19.54310777133711,21.944479024488714,27.958686661449473,34.87884550010998,-1.278518816063294,-8.617159664449867
4.44,23.147100239088953,33.0816790393126,29.309915013380795,19.578238397884867,21.934351739404526,27.883852213611405,37.15542568047005,1.6201769097992917,-8.061129642965517
4.46,22.490704640469456,32.648219426210815,29.611565562465003,19.61446368522888,21.924369321115286,27.78886490163874,39.36692669105997,4.624214041058718,-7.35354258071361
4.48,21.82132767257839,32.15326019014128,29.866638438158745,19.65160842921233,21.914557581247802,27.674177935700605,41.502745761367656,7.71920184813113,-6.497777878900257
4.5,21.14216747606787,31.599141593145863,30.07389000841274,19.689492953922166,21.90494151204495,27.54033894262692,43.55264219465224,10.890312665816507,-5.497925468019454
4.5200000000000005,20.456470536160857,30.988488229132006,30.2323050219524,19.72793396971307,21.89554516653041,27.38798734663222,45.50678647319874,14.12235291781026,-4.3587662483828655
4.54,19.767516161349388,30.324196591635655,30.341101577155946,19.766745449120386,21.88639154311911,27.21785131027223,47.35580741644252,17.399835914505367,-3.0857492220227885
4.5600000000000005,19.078600799573945,29.609421333127734,30.399734972876125,19.80573951619269,21.877502475300762,27.030744249287253,49.090837134561,20.707056052521146,-1.6849654173499524
4.58,18.39302226430165,28.847560283230813,30.40790042735935,19.844727345121886,21.868898526884077,26.827560938888595,50.70355357992511,24.028164072579443,-0.1631187385402746
4.6000000000000005,17.714063947023345,28.042238296493284,30.3655346500738,19.883520063818718,21.860598893319644,26.609273229911608,52.1862204852876,27.347243011541366,1.4725061228305205
4.62,17.044979090982938,27.197290000575425,30.272816253371587,19.9219296581715,21.852621309598156,26.376925393400985,53.53172448721312,30.648384492540252,3.2140785748134912
4.64,16.388975202287824,26.31674154162032,30.130165015182925,19.959769872561584,21.84498196509717,26.13162912078173,54.733609285768274,33.915764977488756,5.053259607663594
4.66,15.74919867294622,25.404791392818577,29.938239975148363,19.996857102405343,21.837695425896094,25.87455819659746,55.7861066288482,37.133721629078785,6.981241744881046
4.68,15.12871968791073,24.465790344343656,29.6979364011859,20.033011274437733,21.83077456476988,25.606942878385855,56.68416404109212,40.28682741157961,8.988791204122498
4.7,14.53051749185855,23.504220734325287,29.41038160127482,20.068056710466156,21.82423049942898,25.33006399847015,57.42346906567166,43.35996507622011,11.06629215726072
4.72,13.957466082421814,22.52467506199606,29.076929646232987,20.1018229705151,21.818072539029817,25.04524683025736,58.00047001787813,46.3383996697494,13.203792770892942
4.74,13.41232040162178,21.53183404615418,28.699154986151342,20.13414567129095,21.81230813945825,24.753854735247614,58.41239304607067,49.20784922641303,15.391052905803859
4.76,12.897703091954723,20.53044425874123,28.278845015287104,20.16486727594212,21.80694286746801,24.457282629571992,58.657255474401644,51.95455328905735,17.617593184792575
4.78,12.416091875114622,19.525295434890293,27.81799162136323,20.19383785164472,21.80198037381003,24.15695029991978,58.73387537825134,54.56533895555113,19.872745204569952
4.8,11.969807626666315,18.52119755678395,27.318781734190296,20.220915790737152,21.797422375689617,23.854295596383746,58.64187725852898,57.02768408603153,22.145702685814015
4.82,11.56100318588846,17.5229578406277,26.78358695820799,20.245968492838973,21.79326864831759,23.550767542635672,58.38169392213443,59.32977742980025,24.425573257177764
4.84,11.191652973753177,16.535357716398615,26.214952296622823,20.26887300372339,21.78951702592951,23.247819388412168,57.954564418891664,61.460575313900804,26.70143068627441
4.86,10.86354345655924,15.563129926573867,25.615584050558756,20.289516608480756,21.78616341203594,22.946901643795332,57.36252814344125,63.40985466158815,28.96236726024388
4.88,10.57826450098705,14.610935844016804,24.988336941630816,20.307797376161442,21.783201798903292,22.649455125530995,56.60841511004489,65.16826209235718,31.19754608801657
4.9,10.33720167766382,13.68334312209195,24.33620050653098,20.323624652434216,21.780624296327744,22.356904049220077,55.69583238243564,66.72735879710795,33.39625307029644
4.92,10.1415295231869,12.784803782145914,23.662284856863796,20.336919499348753,21.778421169256152,22.070649201583645,54.62914685366579,68.07966109102247,35.54794827781769
4.94,9.99220582517062,11.91963284494621,22.969805838069625,20.34761507836132,21.776580884438854,21.792061223992608,53.413464306230594,69.21867631021193,37.64231650431613
4.96,9.889966932608147,11.091987608472564,22.262069686488257,20.355656976131865,21.77509016559357,21.522474041039434,52.054604978420755,70.13893398989197,39.6693167376973
4.98,9.835324123932846,10.305847667811829,21.54245724351454,20.361003471013547,21.773934056947386,21.26317846379405,50.559075699226334,70.83601213667045,41.61923032630491
5.0,9.828561061727525,9.564995783850335,20.81440780046024,20.36362573830025,21.773095994924518,21.015416001249022,48.9340386971426,71.30655841439851,43.48270758717951
5.0200000000000005,9.869732317380635,8.872999674136121,20.081402665591856,20.363507994861514,21.7725578873936,20.780372905292726,47.187277332617256,71.54830628336525,45.25081266422072
5.04,9.958663012499386,8.233194837102756,19.346948511513002,20.360647580258075,21.772300200426763,20.559174483078305,45.32715878251399,71.56008583132228,46.915066381294544
5.0600000000000005,10.094949542578753,7.648668470604122,18.614560601884335,20.355054975965054,21.772302051843035,20.352879699142854,43.36259398392624,71.34182942061287,48.467486920592854
5.08,10.277961396898982,7.122244568962136,17.887745965490616,20.34675376165136,21.7725413112499,20.16247609429554,41.302994962299564,70.89457204747382,49.90062812300252
5.1000000000000005,10.50684409911653,6.656470305707163,17.169986596757223,20.335780506818892,21.772994706295826,19.98887505519673,39.15822967248085,70.2204462550982,51.20761515360844
5.12,10.780523152012108,6.253603670249926,16.46472278121516,20.32218460415509,21.773637933946574,19.832907431576995,36.938574840645316,69.32267212506643,52.38217755704689
5.14,11.097709113936927,5.915602559093238,15.775336602762149,20.306028037047405,21.7744457771998,19.695319559367967,34.65466665342685,68.20554169208057,53.418679261062394
5.16,11.456903642275767,5.644115225939462,15.105135721507446,20.287385090421417,21.775392225832025,19.57676966870355,32.31744986654081,66.87439854108254,54.31214569038809
5.18,11.856406602134111,5.440472285553227,14.457337506080695,20.266341998941822,21.77645060128052,19.477824734943344,29.938125308465175,65.33561207057369,55.058287549311835
5.2,12.294324075376462,5.3056801504052515,13.83505358423869,20.242996541840245,21.777593684388215,19.39895774341388,27.528096294207433,63.59654718343252,55.65352149778399
5.22,12.768577371573869,5.240416107105625,13.241274903988048,20.217457578185613,21.77879384608813,19.340545429785976,25.098913935454267,61.66552887426865,56.09498725164647
5.24,13.276912861384627,5.245024871249894,12.678857345217603,20.189844532789053,21.78002317980158,19.302866454494986,22.662221840590593,59.5518025484289,56.380561423896786
5.26,13.816912717634711,5.319516832703894,12.15050799723061,20.160286827412815,21.781253635409854,19.286100075684086,20.229700280701934,57.265489615868056,56.50886761894877
5.28,14.386006379904657,5.463567795788603,11.658772113497752,20.128923267851274,21.782457153701433,19.290325268159286,17.813010261345333,54.81753922571386,56.47928317734714
5.3,14.981482822443938,5.676520430417491,11.206020869104465,20.095901381830526,21.78360580106975,19.315520354574552,15.423737609144162,52.21967570682319,56.29194207195058
5.32,15.60050343731939,5.95738720600286,10.794439904144804,20.061376718621265,21.78467190349281,19.361563085841325,13.073337459451484,49.484342611355885,55.94773442931523
5.34,16.2401155948678,6.304855023568207,10.426018797728206,20.02551210626409,21.785628179365844,19.4282312378268,10.773079337360592,46.6246430026084,55.448302172936486
5.36,16.89726669727181,6.717291290241052,10.102541424041517,19.98847687719215,21.78644787041145,19.515203652006473,8.533993138236594,43.65427688380967,54.79603132952488
5.38,17.568818773825313,7.192751646952535,9.8255773456168,19.950446058889998,21.787104870106607,19.622061786529564,6.366816252636207,40.587475463201116,53.99404050155767
5.4,18.25156343924309,7.728989069453794,9.59647416518155,19.911599540163962,21.787573849043852,19.74829169702143,4.281942061879822,37.43893314816091,53.04616610758105
5.42,18.94223724486845,8.323464547050357,9.416351005733436,19.872121210688043,21.78783037648207,19.893286512685723,2.2893701243735243,34.22373703977127,51.95694390151122
5.44,19.63753725550516,8.97335903928998,9.286093007796639,19.832198083863297,21.787851037742666,20.056349319707525,0.3986581791630011,30.957294791531645,50.73158742609296
5.46,20.334136863293928,9.67558690336963,9.206347022514404,19.7920194016839,21.787613546554912,20.236696514915852,-1.3811236509898537,27.655260679754054,49.37596293164545
5.48,21.028701687072758,10.426810481023619,9.177518360603026,19.75177573084757,21.78709685225017,20.433461536855656,-3.0414364330045673,24.33346069783597,47.89656145173629
5.5,21.71790554624561,11.223456019988026,9.199768783271013,19.711658050066713,21.786281240742184,20.64569903287504,-4.574313322112054,21.007816620068613,46.3004675987195
5.5200000000000005,22.398446378436763,12.061730614687736,9.273015567772877,19.67185683671663,21.7851484294578,20.872389366642825,-5.9723978733298395,17.694269767197543,44.595325792773124
5.54,23.067062067830573,12.937640319379964,9.39693183669546,19.632561154040914,21.78368165501486,21.112443518936324,-7.228979256244283,14.408704521413249,42.78930352890162
5.5600000000000005,23.72054607722452,13.847009120779504,9.570947959482043,19.59395774576959,21.78186575407535,21.364708285356873,-8.338024571950058,11.166872223015615,40.891052403672575
5.58,24.35576282748485,14.785498898205311,9.79425421619043,19.556230140704184,21.77968723603471,21.627971816992616,-9.294207706289527,7.984315609052379,38.90966655510266
5.6000000000000005,24.96966274472618,15.74863006757317,10.065804510748073,19.51955777262946,21.777134348243337,21.90096940902158,-10.09293503085424,4.876294302539369,36.8546392302987
5.62,25.559296896030798,16.731803008145015,10.384321320308954,19.48411511943647,21.774197132310977,22.182389575102693,-10.73036734070245,1.857711629313386,34.73581719344274
5.64,26.12183116365849,17.73031998462783,10.748301651063498,19.450070865170563,21.770867472447403,22.47088031606653,-11.203438447521423,-1.0569568699334384,32.563353664891046
5.66,26.65455985591073,18.73940763164161,11.156024180706757,19.417587090217406,21.767139134297146,22.765055611638278,-11.509869780005781,-3.85373283577554,30.34765957081771
5.68,27.154918737090163,19.754239737014622,11.605557345387181,19.386818491514223,21.763007795471466,23.063502049569387,-11.64818151293313,-6.519202185934825,28.099353751882152
5.7,27.620497348516363,20.769960355417094,12.094768545283907,19.35791163953068,21.758471066120947,23.364785610811367,-11.617699531610667,-9.040579377063338,25.82921198538627
5.72,28.04905064774451,21.781707011604297,12.62133419947271,19.331004271430025,21.753528501148615,23.66745852986707,-11.418558916353058,-11.405768835244102,23.54811543482774
5.74,28.438509815002586,22.7846340023148,13.18275082747551,19.306224628464843,21.748181602261038,23.970066242970905,-11.051703194938868,-13.603422906483509,21.266998425824795
5.76,28.786992249093952,23.773935593041124,13.776346930343005,19.283690837147546,21.742433811202083,24.27115435570555,-10.518879938069244,-15.622996328491832,18.99679606762838
5.78,29.09281066470672,24.744869048866924,14.399295709125406,19.263510339130896,21.736290493470847,24.56927561576218,-9.822632411047188,-17.454796814528095,16.748391825073043
5.8,29.354481260200046,25.692777361854642,15.048628518706227,19.24577937194906,21.72975891289683,24.862996847647757,-8.966287446681624,-19.09003155091613,14.53256536706858
5.82,29.570730926225227,26.61311161333766,15.721249028866833,19.23058250242862,21.722848197056578,25.150905831011247,-7.953939537189655,-20.52084945112647,12.3599408292378
5.84,29.74050342620436,27.5014527695192,16.41394796940058,19.217992217188723,21.71556929380376,25.431618060812376,-6.7904312720820075,-21.740378772604668,10.24093595552479
5.86,29.86296456856081,28.35353293739052,17.123418463914927,19.20806856906807,21.707934918999847,25.703783396955632,-5.481330156472706,-22.74276019462808,8.185712061497796
5.88,29.937506294128728,29.165255849073006,17.846271807544905,19.200858884414128,21.699959495790154,25.96609253216157,-4.032901969126293,-23.523174915721413,6.204125355221091
5.9,29.963749690395552,29.93271653112878,18.579053632481973,19.196397530767634,21.691659085790693,26.217283263109206,-2.452080815038402,-24.077867797924288,4.305679728368754
5.92,29.941546924193453,30.652220142091366,19.318260454036697,19.19470574545182,21.68305131217761,26.456146559876025,-0.7464358702725623,-24.404165513630954,2.4994810550206057
5.94,29.87098204685217,31.320299730811126,20.060356402996163,19.19579152842073,21.67415527546004,26.681532355458963,1.0758648393716974,-24.500489375018716,0.7941935867349403
5.96,29.752370701787488,31.933732929802897,20.80179012494007,19.199649597711645,21.664991462207308,26.892355058133692,3.0060935143695326,-24.366362979093594,-0.802001576649752
5.98,29.586258722250474,32.489557501100734,21.539011778326763,19.206261408456395,21.655581647026214,27.08759876037565,5.035004383488087,-24.002414574774605,-2.2814457426273353
6.0,29.373419630048115,32.98508568373223,22.26849006879161,19.215595235057066,21.645948788182917,27.266322126966728,7.152878064417294,-23.41037417104607,-3.6370394771015473
6.0200000000000005,29.114851028948436,33.41791713471174,22.98672912014283,19.227606317614168,21.636116917900157,27.42766289443878,9.349568040339056,-22.59306525329679,-4.86227653996439
6.04,28.81176994024395,33.78595058972794,23.690285254304563,19.242237069611196,21.626111027209163,27.57084202021829,11.614549311200946,-21.554391372942767,-5.9512751934692805
6.0600000000000005,28.46560707319991,34.08739404637096,24.375783492639034,19.259417347956642,21.61595694631746,27.695167417265026,13.936968806723563,-20.299317478766774,-6.898806399856451
6.08,28.07800007723041,34.32077349399541,25.039933750289993,19.279064782789714,21.605681220905446,27.80003727912251,16.3056973911854,-18.8338462005693,-7.700318944609683
6.1000000000000005,27.65078580147099,34.484940110576055,25.679546615830127,19.30108516596325,21.595310985070583,27.88494296761236,18.709383155808048,-17.16498915353,-8.351961275799342
6.12,27.185991587777618,34.579075923206304,26.291548683836098,19.325372896822667,21.58487383123728,27.949471460408613,21.13650586641097,-15.300733371893935,-8.85060003834984
6.140000000000001,26.685825630550685,34.602697902508964,26.87299737358634,19.351811483600375,21.574397677575632,27.993307346594843,23.575432338614448,-13.250002998807691,-9.193835213176868
6.16,26.152666541805615,34.55566035456309,27.421094943969702,19.38027409350887,21.563910635250064,28.016234316603253,26.014471766913008,-11.022616750051059,-9.38001145554471
6.18,25.58905199683297,34.43815584205925,27.93320207376233,19.410624157366804,21.553440872830013,28.0181362304898,28.441932132327327,-8.629240741410145,-9.408226267047352
6.2,24.99766668774669,34.25071439083287,28.406850511476073,19.442716017472083,21.54301648177946,27.998997670007707,30.84617604452203,-6.081337519865836,-9.27833428595057
6.22,24.381329523756875,33.99420112682281,28.83975500704082,19.476395621470427,21.532665341549873,27.95890402593676,33.215676641810035,-3.3911111130229115,-8.990948084827128
6.24,23.74298019346388,33.66981226798397,29.229824321693343,19.51150125632011,21.522414986007465,27.898041088521744,35.53907282472527,-0.5714485477757472,-8.54743523170762
6.26,23.085665162483373,33.27906957817603,29.575171340536485,19.547864318039263,21.512292471471955,27.816694171328535,37.8052237160765,2.3641417985031343,-7.949911842967389
6.28,22.4125231217935,32.82381320208325,29.874122190183847,19.58531011670511,21.502324246975004,27.715246741040055,40.00326208904023,5.401594987962199,-7.201232420387086
6.3,21.726770021608754,32.30619303212224,30.125224361009018,19.623658708939246,21.492536027491784,27.59417859392875,42.12264646147949,8.526356809666998,-6.304976278763861
6.32,21.03168369519762,31.728658527136012,30.32725374936682,19.662725757934094,21.48295267062211,27.454063552447558,44.15321165280409,11.72345358392443,-5.265430363376309
6.34,20.330588208386757,31.09394716051206,30.479220644821954,19.702323413107695,21.47359805734361,27.29556673135426,46.085217557504734,14.977563824864028,-4.08756882901858
6.36,19.626837957381174,30.405071419505834,30.580374559387746,19.742261208459126,21.464494977514036,27.11944134629886,47.909395848608554,18.273091701561963,-2.7770291759547594
6.38,18.923801629304265,29.66530452933963,30.63020794360313,19.782346972869927,21.455665020519596,26.926525114309907,49.61699445818195,21.594241732674412,-1.3400853144898455
6.4,18.224846078724937,28.87816489737077,30.628458725314193,19.822387749517215,21.447128471709004,26.71773624121295,51.19981956866287,24.925094490177045,0.21638248022795015
6.42,17.533320209431302,28.04739938166791,30.575111675250323,19.862190719240996,21.438904215088403,26.49406902436779,52.65027492480686,28.249682886068033,1.8849205100150228
6.44,16.85253893264924,27.17696547012427,30.470398605543878,19.90156412374336,21.431009642640525,26.256589094310574,53.961398320383225,31.55206869918631,3.6575373159969966
6.46,16.185767280618922,26.271012415057424,30.314797357786166,19.94031818423054,21.423460570939703,26.006428304938158,55.12689498423134,34.816418987211414,5.525741989157353
6.48,15.536204752156644,25.333861481879644,30.109029652724757,19.978266010824285,21.416271165103186,25.7447793191556,56.14116785802755,38.02708198259886,7.480584778173605
6.5,14.906969964726098,24.369985317779733,29.8540577243223,20.01522449872877,21.40945387090747,25.472889887148124,56.999344422925596,41.16866215522244,9.512700015627324
6.5200000000000005,14.301085683744356,23.383986635239758,29.551079852850684,20.051015206666058,21.403019354849288,25.192056876408046,57.697300177852526,44.22609404514407,11.612350920244673
6.54,13.721464312373316,22.380576199582187,29.201524693397513,20.085465213158415,21.396976453169486,24.903620044664784,58.231678346919715,47.18471452239289,13.769476341265111
6.5600000000000005,13.17089388690504,21.36455037010118,28.80704459731926,20.118407947347404,21.391332129033366,24.608955634316818,58.59990616585321,50.03033315096657,15.973738856362338
6.58,12.652024681619553,20.340768170421427,28.369507786638174,20.149683988871107,21.38609143919524,24.30946977381166,58.80020719475714,52.74930023953258,18.21457433251338
6.6000000000000005,12.167356444455052,19.314128020444496,27.89098948886804,20.17914183518231,21.381257509690936,24.00659172771684,58.83160985705223,55.32857241177021,20.481242635159223
6.62,11.719226367410302,18.28954434455682,27.373762129757555,20.206638629971255,21.37683152061441,23.701767059070068,58.69395219195041,57.75577515507455,22.7628790118139
6.640000000000001,11.309797815097449,17.271924020088328,26.820284521814493,20.232040851566328,21.372812700442452,23.39645069055363,58.387882629844704,60.019262261796044,25.048546247133945
6.66,10.941049892621473,16.266142909084493,26.233190199598006,20.255224956093812,21.36919832955047,23.092099938778414,57.9148569518549,62.10817169699767,27.32728703491099
6.68,10.614767877804121,15.277022480593917,25.615274880891775,20.276077974028983,21.36598375317183,22.79016752222609,57.27713133250653,64.01247778501832,29.588176559458596
6.7,10.33253458459782,14.309306701857983,24.96948315633906,20.29449805591872,21.36316240362336,22.492094596858557,56.4777515501955,65.72303933712126,31.820374882108226
6.72,10.095722692005882,13.36763929896776,24.29889446911492,20.310394965075115,21.360725831659828,22.19930384990012,55.52053842991411,67.2316435287435,34.0131789022804
6.74,9.90548807386049,12.45654147709186,23.60670843459869,20.323690515022914,21.358663746887228,21.91319267883696,54.41006955517852,68.53104532897464,36.15607368841062
6.76,9.762764164173525,11.580390217370189,22.896229577598834,20.334318949420865,21.356964067014005,21.635126491550007,53.15165734892277,69.61500227744233,38.23878290875551
6.78,9.66825737868373,10.74339724198483,22.1708515549623,20.342227263021922,21.355612975693752,21.36643215595028,51.751323633131065,70.47830448043644,40.25131814677938
6.8,9.622443632491876,9.949588786851216,21.434040957466806,20.347375461035192,21.354594988679388,21.108391642017335,50.21577079362506,71.11679958214303,42.184026778127475
6.82,9.625565950845589,9.202786230362301,20.689320742416434,20.349736756870993,21.3538930280006,20.862235871986076,48.55234967284366,71.52741271187598,44.02763828985024
6.84,9.677633200544875,8.506587713253982,19.94025340028456,20.34929770631269,21.353488503764147,20.6291388209015,46.769024369043514,71.70816121569099,45.77330872186656
6.86,9.778419930415968,7.864350787735466,19.190423906273313,20.346058278595265,21.35336140324527,20.410211880525154,44.87433407907327,71.65816421525625,47.41266313491757
6.88,9.92746734654572,7.279176247756124,18.443422578783576,20.340031862467935,21.353490386760512,20.206498534294948,42.87735221135216,71.37764680661311,48.9378357413395
6.9,10.124085398482345,6.753893152258959,17.702827883210492,20.331245208472087,21.353852889989255,20.018969348620125,40.78764290325133,70.86793899905354,50.341507663227475
6.92,10.367355976421493,6.29104516591515,16.972189304554313,20.319738306984195,21.354425232084008,19.848517320793395,38.615215230124626,70.13146933930449,51.61694200908914
6.94,10.656137196549711,5.8928782317952075,16.255010328720587,20.305564203194567,21.355182729234347,19.695953589697073,36.3704752414554,69.17175330493467,52.758016227376835
6.96,10.98906876412005,5.561329690144188,15.554731657460286,20.28878874916745,21.356099812960423,19.562003546801588,34.06417613536419,67.99337646955144,53.75925145028039
6.98,11.364578385820833,5.298018853223506,14.874714698568097,20.269490294470316,21.357150152759818,19.447303352577766,31.707366725594824,66.60197254295369,54.61583879252793
7.0,11.780889197539768,5.104239109677451,14.218225442097353,20.247759316921492,21.35830678233032,19.35239688405456,29.31133852888151,65.00419640871354,55.323662409804506
7.0200000000000005,12.236028175139674,4.980951574057721,13.588418774215693,20.223697995134405,21.359542228916634,19.27773312071418,26.88757166068697,63.20769227701089,55.87931926359748
7.04,12.727835487258256,4.928780331059272,12.9883233236417,20.19741972487392,21.360828645050056,19.223663987221002,24.447679844429334,61.22105710940782,56.28013545396737
7.0600000000000005,13.253974750402428,4.948009291570191,12.420826901947219,20.169048581290635,21.362137942136616,19.19044266104169,22.003354761575643,59.053799470097076,56.5241790590562
7.08,13.811944132668376,5.038580673496703,11.888662610461688,20.13871872985998,21.36344192521136,19.17822235247663,19.566310025096165,56.716294021530004,56.610269425940366
7.1000000000000005,14.399088252271081,5.200095119797053,11.39439568616093,20.106573788862818,21.364712428177125,19.18705556443954,17.148225059414198,54.2197318870415,56.53798285740068
7.12,15.012610820041909,5.431813446968939,10.940411136529429,20.072766146154308,21.36592144898261,19.216893833039894,14.760689112930454,51.57606708954159,56.30765468624275
7.140000000000001,15.649587957351201,5.732660029115606,10.528902244959518,20.037456233872586,21.367041283928444,19.26758795481355,12.415145737618609,48.7979593548121,55.92037769502405
